carId,make,model,seriesYear,price,engineSize,tankCapacity,bodyType,seatingCapacity,transmission
15619,HOLDEN,ASTRA,1999,20990,1.8L,52L,5D HATCHBACK,5,5M
16922,HOLDEN,JACKAROO,1999,48890,3.5L,85L,4D WAGON,7,4A4x4
17379,MITSUBISHI,NIMBUS,1999,36990,2.4L,63L,4D WAGON,7,5M
15985,HOLDEN,CALAIS,1999,51260,3.8L,75L,4D SEDAN,5,4A
15807,HOLDEN,BERLINA,1999,39800,3.8L,75L,4D SEDAN,5,4A
16273,HOLDEN,COMMODORE,1999,33980,3.8L,75L,4D SEDAN,5,4A
16316,HOLDEN,COMMODORE,1999,30500,3.8L,75L,4D SEDAN,5,4A
16340,HOLDEN,COMMODORE,1999,35550,3.8L,75L,4D SEDAN,5,4A
15987,HOLDEN,CALAIS,1999,49760,3.8L,75L,4D SEDAN,5,4A
15805,HOLDEN,BERLINA,1999,39800,3.8L,75L,4D SEDAN,5,4A
16276,HOLDEN,COMMODORE,1999,38010,3.8L,75L,4D WAGON,5,4A
17038,TOYOTA,LANDCRUISER,1999,48700,3.4L,159L,4D WAGON,8,4A4x4
15024,MERCEDES-BENZ,E280,1999,112200,2.8L,80L,4D SEDAN,5,5ASeq
16796,FORD,FESTIVA,1999,16990,1.5L,38L,5D HATCHBACK,5,5M
16786,FORD,FESTIVA,1999,13990,1.3L,38L,3D HATCHBACK,5,5M
16780,FORD,FESTIVA,1999,16740,1.5L,38L,3D HATCHBACK,5,4A
16598,HYUNDAI,EXCEL,1999,17990,1.5L,45L,5D HATCHBACK,5,5M
16620,HYUNDAI,EXCEL,1999,16990,1.5L,45L,3D HATCHBACK,5,5M
16590,HYUNDAI,EXCEL,1999,13990,1.5L,45L,3D HATCHBACK,5,5M
16189,JEEP,CHEROKEE,1999,46990,4.0L,76L,4D WAGON,5,4A4x4
15324,AUDI,S3,2000,65850,1.8L,62L,3D HATCHBACK,5,6M
14993,ALFA ROMEO,156,2000,47900,2.0L,63L,4D SEDAN,5,5MSel
15094,VOLVO,V70,2000,67937,2.4L,68L,5D WAGON,5,4A
15007,MERCEDES-BENZ,ML,2000,72900,3.2L,70L,4D WAGON,5,5ATS
16149,KIA,SPORTAGE,2000,26400,2.0L,65L,4D WAGON,5,4A4x4
17579,TOYOTA,RAV4,2000,29166,2.0L,58L,5D WAGON,5,4A4x4
15360,SAAB,9-Mar,2000,80887,2.0L,64L,2D CONVERTIBLE,5,5M
15237,MAZDA,323,2000,19715,1.6L,55L,5D HATCHBACK,5,5M
15242,MAZDA,323,2000,19715,1.6L,55L,5D HATCHBACK,5,5M
15679,MAZDA,B2500,2000,38980,2.5L,70L,DUAL CAB P/UP,5,5M4x4
15587,HOLDEN,ASTRA,2000,23540,1.8L,52L,4D SEDAN,5,5M
16250,DAEWOO,NUBIRA,2000,24000,2.0L,62L,4D SEDAN,5,4A
16232,DAEWOO,NUBIRA,2000,22500,2.0L,62L,4D WAGON,5,5M
15297,MAZDA,626,2000,31070,2.0L,64L,5D HATCHBACK,5,5M
15531,DAIHATSU,TERIOS,2000,19341,1.3L,46L,4D WAGON,5,4A4x4
14809,LAND ROVER,FREELANDER,2000,41950,2.5L,59L,3D SOFTBACK,5,5AS
14949,VOLKSWAGEN,GOLF,2000,25990,1.6L,55L,5D HATCHBACK,5,5M
15714,SUZUKI,BALENO,2000,15990,1.6L,51L,3D HATCHBACK,5,5M
15724,SUZUKI,IGNIS,2000,17490,1.3L,41L,5D HATCHBACK,5,4A
14975,VOLKSWAGEN,GOLF,2000,31790,2.0L,55L,5D HATCHBACK,5,5M
15451,HONDA,CIVIC,2000,23450,1.6L,45L,3D HATCHBACK,5,5M
17095,HYUNDAI,LANTRA,2000,21482,2.0L,55L,4D SEDAN,5,5M
17682,HYUNDAI,SONATA,2000,25350,2.5L,65L,4D SEDAN,5,5M
17796,HYUNDAI,TRAJET,2000,38990,2.7L,75L,4D WAGON,7,4A
16151,KIA,MENTOR,2000,16552,1.5L,50L,4D SEDAN,5,5M
15948,SUBARU,FORESTER,2000,38990,2.0L,60L,5D WAGON,5,4A
15133,PEUGEOT,206,2000,29490,2.0L,50L,3D HATCHBACK,5,5M
16845,PROTON,SATRIA,2000,26290,1.8L,50L,3D HATCHBACK,5,5M
15864,SUBARU,FORESTER,2000,26990,2.0L,60L,5D WAGON,5,5M
15728,SUZUKI,VITARA,2000,22990,2.0L,51L,2D SOFTTOP,4,4A4x4
15047,MERCEDES-BENZ,CLK230,2000,112200,2.3L,62L,2D CABRIOLET,4,5A
15008,MERCEDES-BENZ,SLK230,2000,95380,2.3L,53L,2D CONVERTIBLE,2,5A
15836,SUBARU,FORESTER,2000,35190,2.0L,60L,5D WAGON,5,4A
15306,MAZDA,626,2000,30160,2.0L,64L,4D SEDAN,5,5M
16148,KIA,CARNIVAL,2000,34490,2.5L,75L,4D WAGON,7,4A
14898,MAZDA,121,2000,14840,1.3L,43L,5D HATCHBACK,5,5M
17844,HOLDEN,VECTRA,2000,26390,2.2L,60L,4D SEDAN,5,4A
15240,MAZDA,323,2000,19715,1.6L,55L,4D SEDAN,5,5M
15256,MAZDA,323,2000,26940,1.8L,55L,4D SEDAN,5,4A
15227,MAZDA,323,2000,19715,1.6L,55L,4D SEDAN,5,5M
15365,SAAB,9-Mar,2000,65985,2.0L,68L,2D CONVERTIBLE,4,4A
15341,SAAB,9-May,2000,67986,2.3L,75L,4D SEDAN,5,4A
16235,DAEWOO,LANOS,2000,13000,1.5L,48L,3D HATCHBACK,5,5M
17092,HYUNDAI,LANTRA,2000,21278,1.8L,55L,4D SEDAN,5,4A
16227,DAEWOO,LANOS,2000,17950,1.6L,48L,3D HATCHBACK,5,4A
15441,HONDA,CRV (4x4),2000,35990,2.0L,58L,4D WAGON,5,4A4x4
15713,SUZUKI,GRAND VITARA,2000,34490,2.5L,66L,4D WAGON,5,5M
16615,HYUNDAI,EXCEL,2000,13990,1.5L,45L,3D HATCHBACK,5,5M
17457,NISSAN,PATHFINDER,2000,38990,3.3L,80L,4D WAGON,5,4A4x4
16176,TOYOTA,CELICA,2000,38465,1.8L,55L,2D LIFTBACK,4,6M
14807,LAND ROVER,DISCOVERY,2000,46872,2.5L,95L,4D WAGON,5,5M4x4
17461,NISSAN,PATHFINDER,2000,45990,3.3L,80L,4D WAGON,5,4A4x4
15485,HONDA,INTEGRA,2000,39990,1.8L,50L,2D COUPE,4,5M
17638,JAGUAR,S TYPE,2000,87450,3.0L,70L,4D SEDAN,5,5A
15489,HONDA,ODYSSEY,2000,49990,3.0L,65L,5D WAGON,6,5ASeq
16219,DAEWOO,NUBIRA,2000,20050,2.0L,62L,4D WAGON,5,5M
16248,DAEWOO,LANOS,2000,14500,1.5L,48L,3D HATCHBACK,5,5M
14811,LAND ROVER,FREELANDER,2000,34886,1.8L,59L,3D HARDBACK,5,5M4x4
16852,PROTON,PERSONA,2000,18290,1.6L,50L,5D AEROBACK,5,5M
16848,PROTON,SATRIA,2000,14990,1.6L,50L,3D HATCHBACK,5,5M
15143,PEUGEOT,306,2000,29490,2.0L,60L,5D HATCHBACK,5,5M
15162,PEUGEOT,206,2000,22450,1.6L,50L,5D HATCHBACK,5,5M
16171,TOYOTA,CELICA,2000,43519,1.8L,55L,2D LIFTBACK,4,6M
14979,VOLKSWAGEN,BEETLE,2000,36790,2.0L,55L,3D HATCHBACK,5,4A
17251,NISSAN,MAXIMA,2000,39990,3.0L,70L,4D SEDAN,5,4A
17246,NISSAN,MAXIMA,2000,47490,3.0L,70L,4D SEDAN,5,4A
17585,TOYOTA,RAV4,2000,31440,2.0L,57L,3D WAGON,4,5M4x4
17724,TOYOTA,TARAGO,2000,48640,2.4L,75L,4D WAGON,8,4A
17708,TOYOTA,TARAGO,2000,54570,2.4L,75L,4D WAGON,8,4A
16437,TOYOTA,COROLLA,2000,21360,1.8L,50L,4D SEDAN,5,4A
16409,TOYOTA,COROLLA,2000,19750,1.8L,50L,5D LIFTBACK,5,5M
16412,TOYOTA,COROLLA,2000,24356,1.8L,50L,5D LIFTBACK,5,4A
16672,FORD,FAIRMONT,2000,38490,4.0L,68L,4D SEDAN,5,4A
16764,FORD,FALCON,2000,30690,4.0L,68L,4D SEDAN,5,4A
16769,FORD,FALCON,2000,30690,4.0L,68L,4D SEDAN,5,4A
16652,FORD,FAIRLANE,2000,50990,4.0L,68L,4D SEDAN,5,4A
16776,FORD,FALCON,2000,46490,4.9L,68L,4D SEDAN,5,4A
16681,FORD,FAIRMONT,2000,37945,4.0L,68L,4D SEDAN,5,4A
16732,FORD,FALCON,2000,30830,4.0L,68L,4D SEDAN,5,4A
16744,FORD,FALCON,2000,34840,4.0L,68L,4D SEDAN,5,4A
16650,FORD,FAIRLANE,2000,49115,4.0L,68L,4D SEDAN,5,4A
16721,FORD,FALCON,2000,34625,4.0L,68L,4D SEDAN,5,4A
17314,MITSUBISHI,MIRAGE,2000,14490,1.5L,50L,3D HATCHBACK,5,5M
16967,MITSUBISHI,LANCER,2000,19570,1.5L,50L,2D COUPE,5,4A
16988,MITSUBISHI,LANCER,2000,20690,1.8L,50L,2D COUPE,5,5M
14882,BMW,3,2000,48315,1.9L,63L,4D SEDAN,5,5M
14865,BMW,3,2000,52070,1.9L,63L,4D SEDAN,5,5M
15193,CHRYSLER,VOYAGER,2000,45300,3.3L,76L,4D WAGON,7,4A
17488,NISSAN,PATROL,2000,46380,4.2L,125L,COIL C/CHAS,3,5M4x4
17479,NISSAN,PATROL,2000,46990,3.0L,125L,4D WAGON,7,5M4x4
17470,NISSAN,PATROL,2000,54990,4.2L,125L,4D WAGON,7,5M4x4
16562,LEXUS,IS200,2000,57116,2.0L,70L,4D SEDAN,5,6M
17037,TOYOTA,LANDCRUISER,2000,68990,4.2L,95L,4D WAGON,8,4A4x4
17325,FORD,MONDEO,2000,25340,2.0L,62L,4D SEDAN,5,5M
17074,TOYOTA,LANDCRUISER,2000,56310,4.2L,145L,4D WAGON,8,5M4x4
17832,HOLDEN,VECTRA,2000,34520,2.5L,60L,5D HATCHBACK,5,4A
17842,HOLDEN,VECTRA,2000,26190,2.2L,60L,4D SEDAN,5,4A
17874,MITSUBISHI,VERADA,2000,38990,3.5L,71L,4D SEDAN,5,4ASPM
17122,FORD,LASER,2000,24703,1.8L,55L,5D HATCHBACK,5,4A
17118,FORD,LASER,2000,21488,1.6L,55L,5D HATCHBACK,5,4A
15371,HYUNDAI,ACCENT,2000,16853,1.5L,45L,3D HATCHBACK,5,4A
15376,HYUNDAI,ACCENT,2000,18853,1.5L,45L,4D SEDAN,5,4A
15388,HYUNDAI,ACCENT,2000,18990,1.5L,45L,4D SEDAN,5,5M
15379,HYUNDAI,ACCENT,2000,17590,1.5L,45L,3D HATCHBACK,5,5M
16875,TOYOTA,HIACE,2000,33840,3.0L,70L,4D LONG VAN,3,4A
16907,TOYOTA,HILUX,2000,36350,3.0L,66L,DUAL CAB P/UP,5,5M4x4
17333,MAZDA,MPV,2000,41890,2.5L,70L,4D WAGON,7,4A
16055,TOYOTA,CAMRY,2000,34270,3.0L,70L,4D WAGON,5,4A
16022,TOYOTA,CAMRY,2000,32690,3.0L,70L,4D SEDAN,5,4A
16040,TOYOTA,CAMRY,2000,29380,3.0L,70L,4D SEDAN,5,4A
17882,TOYOTA,VIENTA,2000,44561,3.0L,70L,4D SEDAN,5,4A
15669,TOYOTA,AVALON,2000,28990,3.0L,70L,4D SEDAN,5,4A
15664,TOYOTA,AVALON,2000,34490,3.0L,70L,4D SEDAN,5,4A
15666,TOYOTA,AVALON,2000,48990,3.0L,70L,4D SEDAN,5,4A
16832,HOLDEN,FRONTERA,2000,38109,3.2L,80L,4D WAGON,5,5M4x4
15899,SUBARU,OUTBACK,2000,37760,2.5L,64L,4D WAGON,5,4A
15941,SUBARU,IMPREZA,2000,23830,2.0L,50L,4D SEDAN,5,5M
15907,SUBARU,OUTBACK,2000,42030,2.5L,64L,4D WAGON,5,4A
15920,SUBARU,LIBERTY,2000,34420,2.5L,64L,4D SEDAN,5,5M
15889,SUBARU,IMPREZA,2000,29160,2.0L,50L,5D HATCHBACK,5,4A
15910,SUBARU,IMPREZA,2000,40240,2.0L,60L,4D SEDAN,5,5M
15909,SUBARU,IMPREZA,2000,29990,2.0L,50L,4D SEDAN,5,5M
15315,AUDI,A4,2000,79950,2.8L,60L,4D SEDAN,5,5ATip
17550,NISSAN,PULSAR,2000,20465,1.6L,50L,5D HATCHBACK,5,4A
17534,NISSAN,PULSAR,2000,18775,1.6L,50L,4D SEDAN,5,5M
17546,NISSAN,PULSAR,2000,19990,1.6L,50L,4D SEDAN,5,5M
15178,PEUGEOT,306,2000,39820,2.0L,60L,3D HATCHBACK,5,6M
17349,MAZDA,MX-5,2000,41190,1.8L,48L,2D CONVERTIBLE,2,6M
16514,TOYOTA,ECHO,2000,14700,1.3L,45L,3D HATCHBACK,5,5M
16524,TOYOTA,ECHO,2000,19120,1.5L,45L,4D SEDAN,5,4A
17425,MITSUBISHI,PAJERO,2000,57310,3.5L,92L,4D WAGON,7,4A4x4
17430,MITSUBISHI,PAJERO,2000,54820,3.5L,90L,4D WAGON,7,5ASPM
17445,MITSUBISHI,PAJERO,2000,48270,3.5L,90L,4D WAGON,7,5M4x4
17433,MITSUBISHI,PAJERO,2000,44420,2.8L,90L,4D WAGON,7,5M4x4
16483,HYUNDAI,COUPE FX,2000,29100,2.0L,55L,2D COUPE,4,5M
16874,TOYOTA,HIACE,2000,41750,2.4L,70L,BUS,14,4A
15764,HOLDEN,BARINA,2000,12970,1.4L,46L,3D HATCHBACK,5,5M
15766,HOLDEN,BARINA,2000,16980,1.4L,46L,5D HATCHBACK,5,4A
16480,FORD,COUGAR,2000,38680,2.5L,60L,2D COUPE,4,5M
16478,FORD,COUGAR,2000,45259,2.5L,60L,2D COUPE,4,4A
16034,TOYOTA,CAMRY,2000,26820,2.2L,70L,4D SEDAN,5,4A
16069,TOYOTA,CAMRY,2000,30100,2.2L,70L,4D SEDAN,5,4A
16073,TOYOTA,CAMRY,2000,29372,2.2L,70L,4D SEDAN,5,5M
16045,TOYOTA,CAMRY,2000,26820,2.2L,70L,4D SEDAN,5,4A
17614,HOLDEN,RODEO,2000,30491,3.2L,53L,CREW CAB P/UP,5,4A
17612,HOLDEN,RODEO,2000,32200,2.8L,75L,P/UP,2,5M4x4
17166,MITSUBISHI,MAGNA,2000,33780,3.5L,71L,4D SEDAN,5,4A
17229,MITSUBISHI,MAGNA,2000,35410,3.5L,71L,4D SEDAN,5,4A
17202,MITSUBISHI,MAGNA,2000,30280,3.0L,68L,4D WAGON,5,4A
17231,MITSUBISHI,MAGNA,2000,30490,3.5L,71L,4D SEDAN,5,4A
17221,MITSUBISHI,MAGNA,2000,35140,3.5L,71L,4D SEDAN,5,4ASPM
17187,MITSUBISHI,MAGNA,2000,28590,3.5L,71L,4D SEDAN,5,4A
17198,MITSUBISHI,MAGNA,2000,33990,3.5L,71L,4D SEDAN,5,4A
17205,MITSUBISHI,MAGNA,2000,30290,3.5L,71L,4D SEDAN,5,4A
17180,MITSUBISHI,MAGNA,2000,29990,3.5L,71L,4D SEDAN,5,4A
15568,HOLDEN,ASTRA,2000,24370,1.8L,52L,4D SEDAN,5,4A
15583,HOLDEN,ASTRA,2000,21560,1.8L,52L,4D SEDAN,5,4A
16925,HOLDEN,JACKAROO,2000,44665,3.0L,85L,4D WAGON,7,4A4x4
16917,HOLDEN,JACKAROO,2000,47333,3.0L,85L,4D WAGON,7,5M4x4
17377,MITSUBISHI,NIMBUS,2000,37490,2.4L,63L,4D WAGON,7,4A
16000,HOLDEN,CALAIS,2000,47360,3.8L,75L,4D SEDAN,5,4A
15638,HSV,XU6,2000,49950,3.8L,75L,4D SEDAN,5,4A
15645,HSV,CLUBSPORT,2000,53731,5.7L,75L,4D SEDAN,5,6M
15808,HOLDEN,BERLINA,2000,40260,3.8L,75L,4D SEDAN,5,4A
16348,HOLDEN,COMMODORE,2000,34440,3.8L,75L,4D SEDAN,5,4A
16269,HOLDEN,COMMODORE,2000,29030,3.8L,75L,4D SEDAN,5,4A
16325,HOLDEN,COMMODORE,2000,36930,3.8L,75L,4D SEDAN,5,4A
16275,HOLDEN,COMMODORE,2000,44400,5.7L,75L,4D SEDAN,5,4A
15983,HOLDEN,CALAIS,2000,50820,5.7L,75L,4D SEDAN,5,4A
15800,HOLDEN,BERLINA,2000,38260,3.8L,75L,4D SEDAN,5,4A
15654,HSV,GTS,2000,87950,5.7L,75L,4D SEDAN,5,6M
16353,HOLDEN,COMMODORE,2000,29610,3.8L,75L,4D SEDAN,5,4A
16283,HOLDEN,COMMODORE,2000,45290,5.7L,75L,4D SEDAN,5,6M
17025,TOYOTA,LANDCRUISER,2000,47360,3.4L,159L,4D WAGON,8,4A4x4
17060,TOYOTA,LANDCRUISER,2000,55203,3.4L,159L,4D WAGON,8,4A4x4
15048,MERCEDES-BENZ,A190,2000,41230,1.9L,54L,5D HATCHBACK,5,5MSeq
15011,MERCEDES-BENZ,C200,2000,64580,2.0L,62L,4D SEDAN,5,5A
16626,MITSUBISHI,EXPRESS,2000,30400,2.4L,67L,WALK-THRU VAN,2,4A
16788,FORD,FESTIVA,2000,17594,1.5L,38L,5D HATCHBACK,5,4A
16791,FORD,FESTIVA,2000,14455,1.3L,38L,3D HATCHBACK,5,3A
16794,FORD,FESTIVA,2000,14080,1.5L,38L,3D HATCHBACK,5,5M
16202,JEEP,GRAND CHEROKEE,2000,65750,4.7L,78L,4D WAGON,5,4A4x4
16609,HYUNDAI,EXCEL,2000,16990,1.5L,45L,3D HATCHBACK,5,5M
16596,HYUNDAI,EXCEL,2000,13990,1.5L,45L,3D HATCHBACK,5,5M
16547,HYUNDAI,ELANTRA,2000,21990,2.0L,55L,4D SEDAN,5,5M
15182,PEUGEOT,307,2001,33690,2.0L,60L,5D HATCHBACK,5,4ATip
15028,MERCEDES-BENZ,ML,2001,64900,2.7L,70L,4D WAGON,5,5ATS
15254,MAZDA,323,2001,24455,1.8L,55L,5D HATCHBACK,5,5M
15225,MAZDA,323,2001,20490,1.6L,55L,5D HATCHBACK,5,5M
15267,MAZDA,323,2001,28890,2.0L,55L,5D HATCHBACK,5,5M
15305,MAZDA,626,2001,32900,2.0L,64L,5D HATCHBACK,5,4A
15205,CHRYSLER,PT CRUISER,2001,35200,2.0L,57L,5D HATCHBACK,5,5M
15032,MERCEDES-BENZ,A160,2001,34700,1.6L,54L,5D HATCHBACK,5,5MSeq
15416,HONDA,CRV (4x4),2001,35490,2.0L,58L,4D WAGON,5,4A4x4
15529,DAIHATSU,TERIOS,2001,18790,1.3L,46L,4D WAGON,5,5M4x4
17689,HYUNDAI,SONATA,2001,25280,2.5L,65L,4D SEDAN,5,4A
14910,VOLKSWAGEN,GOLF,2001,25990,1.6L,55L,5D HATCHBACK,5,5M
15696,SUZUKI,IGNIS,2001,18490,1.3L,41L,5D HATCHBACK,5,4A
17656,HYUNDAI,SANTA FE,2001,33990,2.7L,65L,4D WAGON,5,4A
14933,VOLKSWAGEN,GOLF,2001,31790,2.0L,55L,5D HATCHBACK,5,5M
17798,HYUNDAI,TRAJET,2001,39990,2.7L,75L,4D WAGON,7,4A
17651,HYUNDAI,SANTA FE,2001,36990,2.7L,65L,4D WAGON,5,4A
17805,MAZDA,TRIBUTE,2001,34990,3.0L,62L,4D WAGON,5,4A4x4
15294,MAZDA,626,2001,27790,2.0L,64L,4D SEDAN,5,4A
16141,KIA,CARNIVAL,2001,35490,2.5L,75L,4D WAGON,7,4A
17806,MAZDA,TRIBUTE,2001,42920,3.0L,62L,4D WAGON,5,4A4x4
14896,MAZDA,121,2001,19050,1.5L,43L,5D HATCHBACK,5,5M
15069,RENAULT,SCENIC,2001,28778,2.0L,60L,5D WAGON,5,5M
15257,MAZDA,323,2001,25155,1.8L,55L,4D SEDAN,5,4A
15235,MAZDA,323,2001,22825,1.6L,55L,4D SEDAN,5,4A
15137,PEUGEOT,306,2001,26990,2.0L,60L,5D HATCHBACK,5,5M
15361,SAAB,9-Mar,2001,63885,2.0L,68L,2D CONVERTIBLE,4,5M
16225,DAEWOO,LANOS,2001,13990,1.5L,48L,3D HATCHBACK,5,5M
15464,HONDA,CRV (4x4),2001,39990,2.0L,58L,4D WAGON,5,4A4x4
17454,NISSAN,PATHFINDER,2001,40490,3.3L,80L,4D WAGON,5,4A4x4
16182,TOYOTA,CELICA,2001,42280,1.8L,55L,2D LIFTBACK,4,4ASeq
15566,DAIHATSU,TERIOS,2001,22850,1.3L,46L,4D WAGON,5,4A4x4
15098,VOLVO,S60,2001,84950,2.3L,70L,4D SEDAN,5,5M
15103,VOLVO,S80,2001,98950,2.8L,80L,4D SEDAN,5,4AG
17460,NISSAN,PATHFINDER,2001,47490,3.3L,80L,4D WAGON,5,4A4x4
16868,HYUNDAI,GRANDEUR,2001,41880,3.0L,70L,4D SEDAN,5,5ASeq
15144,PEUGEOT,206,2001,22990,1.6L,50L,5D HATCHBACK,5,5M
16163,TOYOTA,CELICA,2001,45900,1.8L,55L,2D LIFTBACK,4,6M
14941,VOLKSWAGEN,BORA,2001,36350,2.0L,55L,4D SEDAN,5,5M
14934,VOLKSWAGEN,PASSAT,2001,47090,1.8L,62L,4D SEDAN,5,5ATip
15421,HONDA,CIVIC,2001,25950,1.7L,50L,4D SEDAN,5,4A
15459,HONDA,CIVIC,2001,30950,1.7L,50L,5D HATCHBACK,5,5M
17245,NISSAN,MAXIMA,2001,40290,3.0L,70L,4D SEDAN,5,4A
17597,TOYOTA,RAV4,2001,29200,2.0L,57L,3D WAGON,4,4A4x4
17593,TOYOTA,RAV4,2001,37510,2.0L,57L,5D WAGON,5,4A4x4
17581,TOYOTA,RAV4,2001,32100,2.0L,57L,5D WAGON,5,4A4x4
16399,TOYOTA,COROLLA,2001,23370,1.8L,50L,4D SEDAN,5,4A
16418,TOYOTA,COROLLA,2001,23370,1.8L,50L,5D LIFTBACK,5,4A
16691,FORD,FAIRMONT,2001,41135,4.0L,68L,4D WAGON,5,4A
17156,FORD,LTD,2001,70195,4.9L,68L,4D SEDAN,5,4A
16714,FORD,FALCON,2001,32020,4.0L,68L,4D SEDAN,5,4A
16636,FORD,FAIRLANE,2001,53677,4.9L,68L,4D SEDAN,5,4A
16630,FORD,FAIRLANE,2001,52350,4.0L,68L,4D SEDAN,5,4A
16708,FORD,FALCON,2001,34360,4.0L,68L,4D WAGON,5,4A
16713,FORD,FALCON,2001,32517,4.0L,82L,UTILITY,2,4A
16726,FORD,FALCON,2001,35288,4.0L,115L,4D WAGON,5,4A
15311,AUDI,A4,2001,49900,2.0L,70L,4D SEDAN,5,CVTM
16576,FORD,ESCAPE,2001,34700,3.0L,62L,4D WAGON,5,4A
16583,FORD,ESCAPE,2001,38400,3.0L,62L,4D WAGON,5,4A
15322,AUDI,ALLROAD QUATTRO,2001,99250,2.7L,70L,4D WAGON,5,5ATip
17311,MITSUBISHI,MIRAGE,2001,17340,1.5L,50L,3D HATCHBACK,5,4A
16971,MITSUBISHI,LANCER,2001,20990,1.8L,50L,4D SEDAN,5,5M
16961,MITSUBISHI,LANCER,2001,23490,1.8L,50L,4D SEDAN,5,5M
16976,MITSUBISHI,LANCER,2001,21840,1.8L,50L,2D COUPE,5,4A
14862,BMW,3,2001,53950,2.0L,63L,4D SEDAN,5,5M
14855,BMW,3,2001,67050,2.2L,63L,2D COUPE,5,5AS
14834,BMW,3,2001,109050,3.0L,63L,2D CONVERTIBLE,5,5AS
14843,BMW,3,2001,90700,3.0L,63L,4D SEDAN,5,5AS
14863,BMW,X5,2001,82350,3.0L,93L,4D WAGON,5,5AS
15222,CHRYSLER,VOYAGER,2001,46900,3.3L,76L,4D WAGON,7,4A
17476,NISSAN,PATROL,2001,45540,3.0L,125L,4D WAGON,5,5M4x4
17472,NISSAN,PATROL,2001,51540,4.5L,130L,4D WAGON,7,4A4x4
16561,LEXUS,IS200,2001,60240,2.0L,70L,4D SEDAN,5,6M
17083,TOYOTA,LANDCRUISER,2001,52570,4.2L,145L,4D WAGON,6,5M4x4
17061,TOYOTA,LANDCRUISER,2001,59150,4.2L,145L,4D WAGON,8,5M4x4
15706,SUZUKI,XL-7,2001,35990,2.7L,66L,4D WAGON,7,5M
17837,HOLDEN,VECTRA,2001,29990,2.2L,60L,4D SEDAN,5,5M
17843,HOLDEN,VECTRA,2001,26240,2.2L,60L,4D SEDAN,5,5M
17849,HOLDEN,VECTRA,2001,26690,2.2L,60L,4D SEDAN,5,4A
17864,MITSUBISHI,VERADA,2001,48990,3.5L,71L,4D SEDAN,5,4ASPM
17108,FORD,LASER,2001,25388,1.8L,55L,5D HATCHBACK,5,4A
17141,FORD,LASER,2001,20290,1.6L,55L,5D HATCHBACK,5,5M
17132,FORD,LASER,2001,23950,1.8L,55L,4D SEDAN,5,5M
17146,FORD,LASER,2001,20990,1.6L,55L,5D HATCHBACK,5,5M
17071,TOYOTA,LANDCRUISER,2001,57130,3.0L,159L,4D WAGON,8,4A4x4
16892,TOYOTA,HILUX,2001,40980,3.0L,66L,DUAL CAB P/UP,5,5M4x4
15372,HYUNDAI,ACCENT,2001,14990,1.5L,45L,3D HATCHBACK,5,5M
15377,HYUNDAI,ACCENT,2001,16990,1.5L,45L,4D SEDAN,5,5M
15381,HYUNDAI,ACCENT,2001,16990,1.5L,45L,4D SEDAN,5,5M
15382,HYUNDAI,ACCENT,2001,18990,1.5L,45L,5D HATCHBACK,5,5M
15384,HYUNDAI,ACCENT,2001,20453,1.5L,45L,3D HATCHBACK,5,4A
15391,HYUNDAI,ACCENT,2001,20453,1.5L,45L,3D HATCHBACK,5,4A
15389,HYUNDAI,ACCENT,2001,14990,1.5L,45L,3D HATCHBACK,5,5M
16909,TOYOTA,HILUX,2001,31000,3.0L,66L,DUAL CAB P/UP,5,5M
16910,TOYOTA,HILUX,2001,38340,3.0L,66L,DUAL CAB P/UP,5,5M4x4
16072,TOYOTA,CAMRY,2001,34950,3.0L,70L,4D SEDAN,5,4A
16020,TOYOTA,CAMRY,2001,30530,3.0L,70L,4D SEDAN,5,4A
16018,TOYOTA,CAMRY,2001,36950,3.0L,70L,4D SEDAN,5,4A
15660,TOYOTA,AVALON,2001,31490,3.0L,70L,4D SEDAN,5,4A
15670,TOYOTA,AVALON,2001,35490,3.0L,70L,4D SEDAN,5,4A
15668,TOYOTA,AVALON,2001,39490,3.0L,70L,4D SEDAN,5,4A
17824,MITSUBISHI,TRITON,2001,44360,3.0L,75L,DOUBLE CAB UTILITY,5,5M4x4
16834,HOLDEN,FRONTERA,2001,43960,3.2L,80L,4D WAGON,5,4A4x4
15892,SUBARU,OUTBACK,2001,39750,2.5L,64L,4D WAGON,5,4A
16137,KIA,SPORTAGE,2001,28990,2.0L,65L,4D WAGON,5,4A4x4
15339,SAAB,9-May,2001,78900,2.3L,70L,4D SEDAN,5,4A
15944,SUBARU,LIBERTY,2001,31800,2.0L,64L,4D SEDAN,5,4A
15895,SUBARU,FORESTER,2001,33670,2.0L,60L,5D WAGON,5,4A
15349,SAAB,9-May,2001,64000,2.3L,75L,4D SEDAN,5,4A
15912,SUBARU,IMPREZA,2001,43800,2.0L,50L,4D SEDAN,5,5M
15939,SUBARU,OUTBACK,2001,38180,2.5L,64L,4D WAGON,5,5M
15842,SUBARU,IMPREZA,2001,32990,2.5L,60L,4D SEDAN,5,5M
15832,SUBARU,LIBERTY,2001,36890,2.5L,64L,4D SEDAN,5,5M
15359,SAAB,9-Mar,2001,70000,2.0L,68L,2D CONVERTIBLE,5,4A
15845,SUBARU,IMPREZA,2001,41490,2.0L,50L,4D SEDAN,5,5M
15101,VOLVO,S40,2001,47950,1.9L,60L,4D SEDAN,5,5A
