carId,make,model,seriesYear,price,engineSize,tankCapacity,bodyType,seatingCapacity,transmission
16658,FORD,FAIRMONT,1994,37992,4.0L,72L,4D WAGON,5,4A
16748,FORD,FALCON,1994,30076,4.0L,68L,4D SEDAN,5,4A
16706,FORD,FALCON,1994,29349,4.0L,72L,4D WAGON,5,4A
16777,FORD,FALCON,1994,36187,4.0L,68L,4D SEDAN,5,4A
17464,NISSAN,PATROL,1994,52350,4.2L,95L,4D WAGON,7,5M4x4
17027,TOYOTA,LANDCRUISER,1994,50240,4.2L,145L,4D WAGON,6,5M4x4
17134,FORD,LASER,1994,21654,1.6L,55L,4D SEDAN,5,5M
17131,FORD,LASER,1994,27175,1.8L,55L,5D HATCHBACK,5,5M
17148,FORD,LASER,1994,25120,1.8L,55L,4D SEDAN,5,4A
17109,FORD,LASER,1994,24100,1.8L,55L,5D HATCHBACK,5,5M
17868,MITSUBISHI,VERADA,1994,36583,3.0L,64L,4D SEDAN,5,4A
17857,MITSUBISHI,VERADA,1994,44308,3.0L,64L,4D SEDAN,5,4A
17386,HOLDEN,NOVA,1994,24420,1.6L,50L,4D SEDAN,5,4A
17412,MITSUBISHI,PAJERO,1994,40838,3.0L,92L,4D WAGON,5,5M4x4
17429,MITSUBISHI,PAJERO,1994,51016,2.8L,92L,4D WAGON,7,5M4x4
16906,TOYOTA,HILUX,1994,21080,2.4L,56L,P/UP,3,5M
15772,HOLDEN,BARINA,1994,16490,1.4L,46L,5D HATCHBACK,5,5M
16065,TOYOTA,CAMRY,1994,27230,2.2L,70L,4D SEDAN,5,4A
16037,TOYOTA,CAMRY,1994,26410,2.2L,70L,4D SEDAN,5,4A
17713,TOYOTA,TARAGO,1994,42340,2.4L,75L,3D WAGON,8,4A
17620,HOLDEN,RODEO,1994,29276,2.6L,53L,CREW CAB P/UP,5,4A
17182,MITSUBISHI,MAGNA,1994,25259,2.6L,64L,4D SEDAN,5,4A
17236,MITSUBISHI,MAGNA,1994,24095,2.6L,64L,4D SEDAN,5,4A
17168,MITSUBISHI,MAGNA,1994,29868,2.6L,64L,4D SEDAN,5,4A
17178,MITSUBISHI,MAGNA,1994,25706,2.6L,64L,4D SEDAN,5,4A
17175,MITSUBISHI,MAGNA,1994,30436,2.6L,64L,4D SEDAN,5,4A
17376,MITSUBISHI,NIMBUS,1994,34612,2.4L,60L,4D WAGON,7,5M
16029,TOYOTA,CAMRY,1994,29950,3.0L,70L,4D SEDAN,5,4A
16103,TOYOTA,CAMRY,1994,43420,3.0L,70L,4D SEDAN,5,4A
15989,HOLDEN,CALAIS,1994,43226,3.8L,63L,4D SEDAN,5,4A
15803,HOLDEN,BERLINA,1994,36770,5.0L,80L,4D SEDAN,5,4A
15637,HSV,CLUBSPORT,1994,47351,5.0L,80L,4D SEDAN,5,4A
15649,HSV,SENATOR,1994,53847,5.0L,80L,4D SEDAN,5,4A
15648,HSV,SENATOR,1994,67743,5.7L,80L,4D SEDAN,5,4A
16321,HOLDEN,COMMODORE,1994,28258,3.8L,68L,4D WAGON,5,4A
15986,HOLDEN,CALAIS,1994,43230,3.8L,63L,4D SEDAN,5,5M
16354,HOLDEN,COMMODORE,1994,30430,3.8L,63L,4D SEDAN,5,4A
16290,HOLDEN,COMMODORE,1994,28680,3.8L,68L,4D WAGON,5,4A
16326,HOLDEN,COMMODORE,1994,37760,5.0L,80L,4D SEDAN,5,4A
16212,JEEP,CHEROKEE,1994,49888,4.0L,76L,4D WAGON,5,4A4x4
16007,HOLDEN,CALIBRA,1994,43700,2.0L,63L,2D COUPE,4,5M
14867,BMW,3,1995,49650,1.8L,65L,4D SEDAN,5,5M
14848,BMW,3,1995,57000,1.8L,65L,2D COUPE,5,4A
17358,MAZDA,MX6,1995,44565,2.5L,58L,2D COUPE,4,5M
17354,MAZDA,MX6,1995,52050,2.5L,58L,2D COUPE,4,5M
17600,TOYOTA,RAV4,1995,29090,2.0L,58L,3D HARDTOP,4,5M4x4
16836,HOLDEN,FRONTERA,1995,36650,2.0L,80L,2D WAGON,4,5M4x4
16884,TOYOTA,HILUX,1995,37180,2.8L,65L,DUAL C/CHAS,5,5M4x4
17078,TOYOTA,LANDCRUISER,1995,46800,4.2L,90L,P/UP,3,5M4x4
15229,MAZDA,323,1995,31050,1.8L,55L,5D HATCHBACK,5,4A
16240,DAEWOO,ESPERO,1995,27500,2.0L,50L,4D SEDAN,5,4A
15720,SUZUKI,SWIFT,1995,17050,1.3L,40L,5D HATCHBACK,5,3A
16511,MAZDA,E1800,1995,21400,1.8L,48L,VAN,6,5M
15557,DAIHATSU,CHARADE,1995,17808,1.3L,50L,5D HATCHBACK,5,5M
16041,TOYOTA,CAMRY,1995,33200,2.2L,70L,4D SEDAN,5,4A
16512,MAZDA,E2000,1995,26845,2.0L,62L,VAN,3,5M
15298,MAZDA,626,1995,32990,2.0L,60L,4D SEDAN,5,5M
14915,VOLKSWAGEN,GOLF,1995,30490,2.0L,55L,5D HATCHBACK,5,5M
15740,SUZUKI,BALENO,1995,20950,1.6L,51L,4D SEDAN,5,5M
17097,HYUNDAI,LANTRA,1995,22852,1.8L,52L,4D SEDAN,5,4A
17701,MITSUBISHI,STARWAGON,1995,40070,2.0L,67L,2D WAGON,8,4A
17684,HYUNDAI,SONATA,1995,24990,2.0L,65L,4D SEDAN,5,5M
16846,PROTON,WIRA,1995,19990,1.5L,50L,5D AEROBACK,5,5M
15434,HONDA,CIVIC,1995,27500,1.5L,45L,4D SEDAN,5,5M
16605,HYUNDAI,EXCEL,1995,19990,1.5L,45L,4D SEDAN,5,5M
16239,DAEWOO,CIELO,1995,18750,1.5L,50L,3D HATCHBACK,5,5M
17702,MITSUBISHI,STARWAGON,1995,43350,2.4L,67L,2D WAGON,8,5M
15431,HONDA,INTEGRA,1995,36900,1.8L,50L,2D COUPE,4,5M
15880,SUBARU,LIBERTY,1995,34640,2.2L,60L,4D SEDAN,5,4A
16618,HYUNDAI,EXCEL,1995,16690,1.5L,45L,3D HATCHBACK,5,5M
15886,SUBARU,LIBERTY,1995,36840,2.2L,60L,4D WAGON,5,5M
17047,TOYOTA,LANDCRUISER,1995,56530,4.5L,145L,4D WAGON,8,4A4x4
15532,DAIHATSU,FEROZA,1995,21827,1.6L,60L,2D HARDTOP,2,5M4x4
15734,SUZUKI,VITARA,1995,24490,1.6L,42L,2D SOFTTOP,4,5M4x4
15519,DAIHATSU,CHARADE,1995,14290,1.0L,45L,3D HATCHBACK,5,5M
16607,HYUNDAI,EXCEL,1995,19748,1.5L,45L,5D HATCHBACK,5,4A
17304,NISSAN,MICRA,1995,15500,1.3L,42L,3D HATCHBACK,5,5M
17527,NISSAN,PULSAR,1995,23690,1.6L,50L,4D SEDAN,5,4A
17569,NISSAN,PULSAR,1995,23650,1.6L,50L,5D HATCHBACK,5,4A
15559,DAIHATSU,MIRA,1995,11712,0.7L,32L,3D HATCHBACK,4,5M
15231,MAZDA,323,1995,30850,1.8L,55L,4D SEDAN,5,4A
15080,RENAULT,19,1995,26790,1.7L,55L,5D HATCHBACK,5,5M
15352,SAAB,900,1995,44900,2.3L,68L,5D HATCHBACK,5,5M
15139,PEUGEOT,306,1995,36850,2.0L,60L,3D HATCHBACK,5,5M
16589,HYUNDAI,EXCEL,1995,14990,1.5L,45L,3D HATCHBACK,5,5M
15820,NISSAN,BLUEBIRD,1995,38680,2.4L,60L,4D SEDAN,5,4A
15528,DAIHATSU,CHARADE,1995,13730,1.0L,45L,3D HATCHBACK,5,5M
15521,DAIHATSU,CHARADE,1995,17535,1.3L,50L,3D HATCHBACK,5,4A
14828,LAND ROVER,DISCOVERY,1995,47170,3.9L,88.5L,2D WAGON,5,4A4x4
15481,HONDA,PRELUDE,1995,53300,2.2L,60L,2D COUPE,4,5M
16847,PROTON,WIRA,1995,21990,1.6L,50L,5D AEROBACK,5,5M
16929,HOLDEN,JACKAROO,1995,47616,3.2L,85L,4D WAGON,5,5M4x4
15154,PEUGEOT,306,1995,29795,1.8L,60L,5D HATCHBACK,5,4A
15552,DAIHATSU,APPLAUSE,1995,25567,1.6L,50L,4D SEDAN,5,4A
16432,TOYOTA,COROLLA,1995,22770,1.6L,50L,4D SEDAN,5,5M
16424,TOYOTA,COROLLA,1995,22870,1.6L,50L,5D LIFTBACK,5,5M
16380,TOYOTA,COROLLA,1995,25120,1.8L,50L,4D SEDAN,5,4A
16411,TOYOTA,COROLLA,1995,27890,1.8L,50L,5D LIFTBACK,5,4A
17733,FORD,TELSTAR,1995,37238,2.0L,60L,4D SEDAN,5,4A
16998,MITSUBISHI,LANCER,1995,21010,1.5L,50L,4D SEDAN,5,5M
17008,MITSUBISHI,LANCER,1995,36010,1.8L,50L,4D SEDAN,5,5M
17157,FORD,LTD,1995,59639,4.0L,68L,4D SEDAN,5,4A
14839,BMW,3,1995,46200,1.6L,52L,3D HATCHBACK,5,5M
16673,FORD,FAIRMONT,1995,37988,4.0L,68L,4D SEDAN,5,4A
16746,FORD,FALCON,1995,31465,4.0L,68L,4D SEDAN,5,5M
16749,FORD,FALCON,1995,31333,4.0L,72L,4D WAGON,5,4A
16756,FORD,FALCON,1995,29950,4.0L,68L,4D SEDAN,5,4A
16753,FORD,FALCON,1995,38442,4.0L,68L,4D SEDAN,5,5M
17489,NISSAN,PATROL,1995,51390,2.8L,95L,4D WAGON,7,5M4x4
17330,FORD,MONDEO,1995,33690,2.0L,62L,4D SEDAN,5,4A
17130,FORD,LASER,1995,24574,1.6L,55L,4D SEDAN,5,5M
17859,MITSUBISHI,VERADA,1995,38890,3.0L,64L,4D SEDAN,5,4A
17563,NISSAN,PULSAR,1995,28680,1.6L,50L,4D SEDAN,5,4A
17560,NISSAN,PULSAR,1995,20830,1.6L,50L,5D HATCHBACK,5,5M
16633,FORD,FAIRLANE,1995,47217,4.0L,68L,4D SEDAN,5,4A
17434,MITSUBISHI,PAJERO,1995,50710,2.8L,92L,4D WAGON,7,5M4x4
17427,MITSUBISHI,PAJERO,1995,45940,3.0L,92L,4D WAGON,7,4A4x4
15759,HOLDEN,BARINA,1995,24760,1.6L,46L,3D HATCHBACK,5,5M
15756,HOLDEN,BARINA,1995,17520,1.4L,46L,5D HATCHBACK,5,5M
16070,TOYOTA,CAMRY,1995,26290,2.2L,70L,4D SEDAN,5,5M
17516,FORD,PROBE,1995,47333,2.5L,59L,2D COUPE,4,5M
14977,VOLKSWAGEN,TRANSPORTER,1995,30975,2.5L,80L,VAN,2,5M
17716,TOYOTA,TARAGO,1995,45670,2.4L,75L,3D WAGON,8,5M
17623,HOLDEN,RODEO,1995,36173,2.6L,75L,SPACE CAB P/UP,2,5M4x4
17622,HOLDEN,RODEO,1995,20079,2.6L,75L,C/CHAS,3,5M
17210,MITSUBISHI,MAGNA,1995,27670,2.6L,64L,4D SEDAN,5,4A
17880,TOYOTA,VIENTA,1995,29710,3.0L,70L,4D SEDAN,5,4A
17877,TOYOTA,VIENTA,1995,36340,3.0L,70L,4D SEDAN,5,4A
15810,HOLDEN,BERLINA,1995,40520,3.8L,68L,4D WAGON,5,4A
16305,HOLDEN,COMMODORE,1995,32490,3.8L,63L,4D SEDAN,5,4A
16281,HOLDEN,COMMODORE,1995,28870,3.8L,63L,4D SEDAN,5,4A
16279,HOLDEN,COMMODORE,1995,33650,3.8L,63L,4D SEDAN,5,4A
16797,FORD,FESTIVA,1995,17496,1.3L,38L,5D HATCHBACK,5,5M
16782,FORD,FESTIVA,1995,15304,1.3L,38L,3D HATCHBACK,5,5M
15317,AUDI,A4,1996,51320,1.8L,60L,4D SEDAN,5,4A
14873,BMW,3,1996,57110,1.8L,65L,2D COUPE,5,4A
15319,AUDI,A6,1996,69990,2.6L,80L,4D SEDAN,5,4A
14833,BMW,3,1996,62550,2.5L,62L,4D SEDAN,5,5M
16588,MAZDA,EUNOS,1996,44910,1.8L,50L,2D COUPE,4,4A
15119,VOLVO,4,1996,45500,2.0L,60L,4D HATCHBACK,5,4A
16951,SSANGYONG,MUSSO,1996,49700,3.2L,72L,4D WAGON,5,4A4x4
16833,HOLDEN,FRONTERA,1996,32695,2.0L,80L,2D WAGON,4,5M4x4
17596,TOYOTA,RAV4,1996,29990,2.0L,58L,5D WAGON,5,5M4x4
15116,VOLVO,8,1996,54950,2.4L,73L,4D SEDAN,5,5M
15243,MAZDA,323,1996,38270,2.0L,55L,5D HATCHBACK,5,5M
15744,SUZUKI,SWIFT,1996,14990,1.3L,40L,5D HATCHBACK,5,5M
15554,DAIHATSU,CHARADE,1996,19890,1.3L,50L,5D HATCHBACK,5,4A
15364,SAAB,9000,1996,50400,2.3L,66L,4D HATCHBACK,5,4A
16087,TOYOTA,CAMRY,1996,33220,2.2L,70L,4D SEDAN,5,4A
17375,NISSAN,NAVARA,1996,31090,2.7L,80L,C/CHAS,3,5M4x4
15402,HONDA,ACCORD,1996,38850,2.2L,65L,4D SEDAN,5,4A
15718,SUZUKI,BALENO,1996,18990,1.6L,51L,4D SEDAN,5,5M
16228,DAEWOO,CIELO,1996,18750,1.5L,50L,4D SEDAN,5,3A
17685,HYUNDAI,SONATA,1996,24990,2.0L,65L,4D SEDAN,5,5M
17706,MITSUBISHI,STARWAGON,1996,45980,2.4L,67L,2D WAGON,8,4A
16217,DAEWOO,CIELO,1996,18750,1.5L,50L,4D SEDAN,5,5M
15739,SUZUKI,BALENO,1996,22990,1.6L,51L,4D SEDAN,5,4A
15457,HONDA,INTEGRA,1996,34950,1.8L,50L,2D COUPE,4,5M
15866,SUBARU,LIBERTY,1996,31690,2.2L,60L,4D SEDAN,5,4A
16597,HYUNDAI,EXCEL,1996,16690,1.5L,45L,3D HATCHBACK,5,5M
17057,TOYOTA,LANDCRUISER,1996,56590,4.5L,145L,4D WAGON,8,4A4x4
15968,CITROEN,XANTIA,1996,41500,2.0L,65L,5D HATCHBACK,5,4A
15749,SUZUKI,VITARA,1996,26590,1.6L,42L,2D SOFTTOP,4,5M4x4
15722,SUZUKI,VITARA,1996,31200,1.6L,51L,4D WAGON,5,5M4x4
15517,DAIHATSU,CHARADE,1996,14290,1.0L,45L,3D HATCHBACK,5,5M
15299,MAZDA,626,1996,46480,2.5L,60L,5D HATCHBACK,5,4A
15819,NISSAN,BLUEBIRD,1996,31270,2.4L,60L,4D SEDAN,5,4A
16614,HYUNDAI,EXCEL,1996,19748,1.5L,45L,5D HATCHBACK,5,4A
17305,NISSAN,MICRA,1996,14990,1.3L,42L,3D HATCHBACK,5,5M
17521,NISSAN,PULSAR,1996,21690,1.6L,50L,4D SEDAN,5,4A
15184,EUNOS,800,1996,85165,2.3L,68L,4D SEDAN,5,4A
15269,MAZDA,323,1996,27675,1.6L,55L,4D SEDAN,5,4A
17571,NISSAN,PULSAR,1996,21390,1.6L,50L,5D HATCHBACK,5,5M
15923,SUBARU,LIBERTY,1996,38160,2.2L,60L,4D SEDAN,5,5M
17055,TOYOTA,LANDCRUISER,1996,49950,4.5L,145L,4D WAGON,8,5M4x4
17482,NISSAN,PATROL,1996,44085,2.8L,95L,4D WAGON,7,5M4x4
15353,SAAB,900,1996,50900,2.5L,68L,5D HATCHBACK,5,4A
15345,SAAB,900,1996,63900,2.5L,68L,5D HATCHBACK,5,4A
16599,HYUNDAI,EXCEL,1996,16748,1.5L,45L,3D HATCHBACK,5,4A
15177,PEUGEOT,306,1996,34500,2.0L,60L,4D SEDAN,5,5M
16164,TOYOTA,CELICA,1996,34980,2.2L,60L,2D LIFTBACK,4,5M
15124,NISSAN,200,1996,44510,2.0L,65L,2D COUPE,4,5M
14810,LAND ROVER,DISCOVERY,1996,51800,2.5L,88.5L,4D WAGON,5,4A4x4
17636,MAZDA,RX7,1996,89505,1.3L,76L,2D COUPE,2,5M
15077,RENAULT,LAGUNA,1996,48935,3.0L,66L,5D HATCHBACK,5,4A
14826,LAND ROVER,DISCOVERY,1996,49120,3.9L,88.5L,4D WAGON,5,5M4x4
15955,CITROEN,XANTIA,1996,44500,2.0L,65L,5D HATCHBACK,5,5M
15410,HONDA,CIVIC,1996,32650,1.6L,45L,2D COUPE,5,4A
17073,TOYOTA,LANDCRUISER,1996,59990,4.5L,145L,4D WAGON,8,4A4x4
15186,EUNOS,30,1996,37155,1.8L,50L,2D COUPE,4,5M
16850,PROTON,WIRA,1996,23490,1.6L,50L,5D AEROBACK,5,4A
16169,TOYOTA,CELICA,1996,43140,2.2L,60L,2D LIFTBACK,4,5M
16401,TOYOTA,COROLLA,1996,21990,1.6L,50L,5D LIFTBACK,5,5M
16460,TOYOTA,COROLLA,1996,23460,1.8L,50L,4D SEDAN,5,5M
16379,TOYOTA,COROLLA,1996,29920,1.8L,50L,5D LIFTBACK,5,4A
16446,TOYOTA,COROLLA,1996,27060,1.8L,50L,5D LIFTBACK,5,4A
17731,FORD,TELSTAR,1996,37383,2.0L,60L,5D HATCHBACK,5,5M
16977,MITSUBISHI,LANCER,1996,18310,1.5L,50L,2D COUPE,4,5M
16964,MITSUBISHI,LANCER,1996,24850,1.8L,50L,2D COUPE,5,4A
17310,MITSUBISHI,MIRAGE,1996,14990,1.5L,50L,3D HATCHBACK,5,5M
17002,MITSUBISHI,LANCER,1996,23940,1.5L,50L,4D SEDAN,5,4A
16994,MITSUBISHI,LANCER,1996,24980,1.8L,50L,2D COUPE,5,4A
17729,FORD,TAURUS,1996,42950,3.0L,68L,4D SEDAN,5,4A
14838,BMW,5,1996,98200,2.5L,80L,4D SEDAN,5,5A
14858,BMW,3,1996,83330,2.8L,65L,4D SEDAN,5,5A
14878,BMW,5,1996,83600,2.5L,70L,4D SEDAN,5,5AS
16662,FORD,FAIRMONT,1996,38752,4.0L,72L,4D SEDAN,5,4A
16720,FORD,FALCON,1996,32753,4.0L,68L,4D SEDAN,5,4A
16694,FORD,FALCON,1996,30249,4.0L,68L,4D SEDAN,5,4A
16679,FORD,FAIRMONT,1996,41847,4.0L,72L,4D WAGON,5,4A
16768,FORD,FALCON,1996,33058,4.0L,68L,4D SEDAN,5,4A
16684,FORD,FAIRMONT,1996,49082,4.9L,68L,4D SEDAN,5,4A
16707,FORD,FALCON,1996,30304,4.0L,68L,4D SEDAN,5,4A
16758,FORD,FALCON,1996,39152,4.0L,68L,4D SEDAN,5,4A
17449,TOYOTA,PASEO,1996,24990,1.5L,45L,2D COUPE,4,5M
17700,TOYOTA,STARLET,1996,15490,1.3L,45L,3D HATCHBACK,5,5M
17041,TOYOTA,LANDCRUISER,1996,43830,4.5L,90L,C/CHAS,3,5M4x4
15536,DAIHATSU,CHARADE,1996,14996,1.3L,50L,3D HATCHBACK,5,5M
17326,FORD,MONDEO,1996,32570,2.0L,62L,4D SEDAN,5,4A
17119,FORD,LASER,1996,24594,1.6L,55L,5D HATCHBACK,5,4A
17155,FORD,LASER,1996,28840,1.8L,55L,3D HATCHBACK,5,5M
17145,FORD,LASER,1996,22890,1.8L,55L,5D HATCHBACK,5,5M
16878,TOYOTA,HIACE,1996,32690,2.8L,70L,4D VAN,3,5M
17821,MITSUBISHI,TRITON,1996,37200,2.8L,75L,DOUBLE CAB UTILITY,5,5M4x4
17556,NISSAN,PULSAR,1996,24490,1.6L,50L,4D SEDAN,5,5M
17423,MITSUBISHI,PAJERO,1996,77510,3.5L,92L,4D WAGON,7,4A4x4
17436,MITSUBISHI,PAJERO,1996,50400,3.5L,92L,4D WAGON,7,5M4x4
17446,MITSUBISHI,PAJERO,1996,46850,3.0L,75L,2D HARDTOP,5,4A4x4
17437,MITSUBISHI,PAJERO,1996,43480,3.0L,92L,4D WAGON,7,5M4x4
17416,MITSUBISHI,PAJERO,1996,47770,3.5L,92L,4D WAGON,7,5M4x4
16644,FORD,FAIRLANE,1996,48374,4.0L,68L,4D SEDAN,5,4A
16870,TOYOTA,HIACE,1996,28860,2.4L,70L,4D VAN,3,5M
15778,HOLDEN,BARINA,1996,14780,1.2L,46L,3D HATCHBACK,5,5M
15752,HOLDEN,BARINA,1996,17780,1.4L,46L,5D HATCHBACK,5,5M
17515,FORD,PROBE,1996,44945,2.5L,59L,2D COUPE,4,5M
17196,MITSUBISHI,MAGNA,1996,28900,2.4L,71L,4D SEDAN,5,4A
17625,HOLDEN,RODEO,1996,35597,2.8L,75L,SPACE C/CHAS,2,5M4x4
17224,MITSUBISHI,MAGNA,1996,31425,3.0L,71L,4D WAGON,5,4A
17215,MITSUBISHI,MAGNA,1996,35735,2.6L,71L,4D WAGON,5,4A
17380,MITSUBISHI,NIMBUS,1996,31630,2.4L,60L,4D WAGON,7,5M
17876,TOYOTA,VIENTA,1996,29730,3.0L,70L,4D SEDAN,5,4A
15804,HOLDEN,BERLINA,1996,41130,3.8L,68L,4D WAGON,5,4A
15652,HSV,MANTA,1996,46616,5.0L,73L,4D SEDAN,5,5M
16284,HOLDEN,COMMODORE,1996,32980,3.8L,63L,4D SEDAN,5,4A
16297,HOLDEN,COMMODORE,1996,33280,5.0L,80L,4D SEDAN,5,4A
16319,HOLDEN,COMMODORE,1996,31390,3.8L,68L,4D WAGON,5,4A
16317,HOLDEN,COMMODORE,1996,43980,5.0L,80L,4D SEDAN,5,4A
17082,TOYOTA,LANDCRUISER,1996,53990,3.4L,159L,4D WAGON,8,4A4x4
16787,FORD,FESTIVA,1996,16264,1.3L,38L,5D HATCHBACK,5,5M
16778,FORD,FESTIVA,1996,14483,1.3L,38L,3D HATCHBACK,5,5M
16211,JEEP,CHEROKEE,1996,39990,4.0L,76L,4D WAGON,5,4A4x4
16190,JEEP,CHEROKEE,1996,49888,4.0L,76L,4D WAGON,5,4A4x4
16200,JEEP,CHEROKEE,1996,39990,4.0L,76L,4D WAGON,5,4A4x4
16209,JEEP,GRAND CHEROKEE,1996,49990,4.0L,87L,4D WAGON,5,4A4x4
14860,BMW,3,1997,51320,1.8L,65L,4D SEDAN,5,4A
14861,BMW,3,1997,55100,1.9L,65L,4D SEDAN,5,5M
15105,VOLVO,V40,1997,45950,1.9L,60L,5D WAGON,5,4A
15106,VOLVO,S40,1997,44950,1.9L,60L,4D SEDAN,5,4A
15091,VOLVO,V70,1997,53950,2.4L,70L,5D WAGON,5,4A
15312,AUDI,A4,1997,59150,2.6L,62L,4D SEDAN,5,5M
14859,BMW,5,1997,96500,2.8L,70L,4D SEDAN,5,5AS
17357,MAZDA,MX6,1997,53550,2.5L,58L,2D COUPE,4,5M
17601,TOYOTA,RAV4,1997,27990,2.0L,58L,5D WAGON,5,5M4x4
15104,VOLVO,8,1997,59950,2.4L,73L,5D WAGON,5,4A
15224,MAZDA,323,1997,35700,2.0L,55L,5D HATCHBACK,5,5M
15681,MAZDA,B2600,1997,28745,2.6L,56L,DUAL CAB P/UP,5,4A
15683,MAZDA,B2600,1997,33760,2.6L,70L,DUAL CAB P/UP,5,5M4x4
16231,DAEWOO,ESPERO,1997,23750,2.0L,50L,4D SEDAN,5,4A
15726,SUZUKI,SWIFT,1997,15490,1.3L,40L,5D HATCHBACK,5,3A
15520,DAIHATSU,CHARADE,1997,15890,1.5L,50L,5D HATCHBACK,5,5M
15363,SAAB,9000,1997,52000,2.3L,66L,4D HATCHBACK,5,4A
16051,TOYOTA,CAMRY,1997,33220,2.2L,70L,4D SEDAN,5,4A
15405,HONDA,CIVIC,1997,19950,1.6L,45L,3D HATCHBACK,5,5M
15515,DAIHATSU,TERIOS,1997,17990,1.3L,46L,4D WAGON,5,5M4x4
16157,KIA,SPORTAGE,1997,26990,2.0L,60L,4D WAGON,5,4A
17091,HYUNDAI,LANTRA,1997,24852,1.8L,55L,4D WAGON,5,4A
16849,PROTON,SATRIA,1997,14790,1.5L,50L,3D HATCHBACK,5,5M
16223,DAEWOO,CIELO,1997,14000,1.5L,50L,3D HATCHBACK,5,5M
14917,VOLKSWAGEN,GOLF,1997,29990,2.0L,55L,5D HATCHBACK,5,5M
17687,HYUNDAI,SONATA,1997,26852,2.0L,65L,4D SEDAN,5,4A
15496,HONDA,CIVIC,1997,27550,1.6L,45L,4D SEDAN,5,5M
17688,HYUNDAI,SONATA,1997,28990,3.0L,65L,4D SEDAN,5,4A
17096,HYUNDAI,LANTRA,1997,23990,1.8L,55L,4D SEDAN,5,5M
16610,HYUNDAI,EXCEL,1997,18990,1.5L,45L,5D HATCHBACK,5,5M
15550,DAIHATSU,PYZAR,1997,19990,1.5L,50L,5D WAGON,5,4A
15731,SUZUKI,SWIFT,1997,19990,1.3L,40L,2D COUPE,5,5M
16602,HYUNDAI,EXCEL,1997,15690,1.5L,45L,3D HATCHBACK,5,5M
17080,TOYOTA,LANDCRUISER,1997,56100,4.2L,145L,4D WAGON,8,5M4x4
15688,SUZUKI,VITARA,1997,24990,2.0L,51L,2D SOFTTOP,4,5M4x4
15693,SUZUKI,VITARA,1997,20490,1.6L,42L,2D HARDTOP,4,5M4x4
15727,SUZUKI,SIERRA,1997,15990,1.3L,40L,2D SOFTTOP,4,5M4x4
17679,HYUNDAI,SONATA,1997,33990,3.0L,65L,4D SEDAN,5,4A
17352,MAZDA,MX-5,1997,45850,1.8L,48L,2D CONVERTIBLE,2,5M
17306,NISSAN,MICRA,1997,14990,1.3L,42L,3D HATCHBACK,5,5M
17540,NISSAN,PULSAR,1997,19990,1.6L,50L,4D SEDAN,5,5M
15927,SUBARU,IMPREZA,1997,19990,1.6L,50L,4D SEDAN,5,5M
16621,HYUNDAI,EXCEL,1997,16990,1.5L,45L,4D SEDAN,5,5M
16569,LEXUS,ES300,1997,69990,3.0L,70L,4D SEDAN,5,4A
17584,TOYOTA,RAV4,1997,31990,2.0L,58L,5D WAGON,5,4A4x4
15228,MAZDA,323,1997,22915,1.8L,55L,4D SEDAN,5,5M
15355,SAAB,900,1997,64400,2.3L,68L,2D CONVERTIBLE,4,5M
15209,CHRYSLER,NEON,1997,24880,2.0L,47L,4D SEDAN,5,3A
17089,HYUNDAI,LANTRA,1997,21852,1.8L,55L,4D SEDAN,5,4A
16220,DAEWOO,LANOS,1997,17250,1.5L,48L,5D HATCHBACK,5,5M
14825,LAND ROVER,DISCOVERY,1997,42990,2.5L,88.5L,4D WAGON,5,5M4x4
14897,MAZDA,121,1997,14200,1.3L,40L,4D SEDAN,5,5M
16139,KIA,MENTOR,1997,17300,1.5L,50L,5D HATCHBACK,5,4A
16600,HYUNDAI,EXCEL,1997,13990,1.5L,45L,3D HATCHBACK,5,5M
16179,TOYOTA,CELICA,1997,34980,2.2L,60L,2D LIFTBACK,4,5M
16249,DAEWOO,LANOS,1997,19000,1.6L,48L,4D SEDAN,5,5M
17458,NISSAN,PATHFINDER,1997,47990,3.3L,80L,4D WAGON,5,4A4x4
17754,NISSAN,TERRANO II,1997,41990,2.7L,80L,4D WAGON,7,5M4x4
15458,HONDA,CIVIC,1997,32950,1.6L,45L,4D SEDAN,5,CVT
15479,HONDA,PRELUDE,1997,44850,2.2L,60L,2D COUPE,4,5M
15851,SUBARU,IMPREZA,1997,40490,2.0L,60L,5D HATCHBACK,5,5M
17250,NISSAN,MAXIMA,1997,40990,3.0L,70L,4D SEDAN,5,4A
16402,TOYOTA,COROLLA,1997,23570,1.6L,50L,4D SEDAN,5,4A
16447,TOYOTA,COROLLA,1997,21990,1.6L,50L,5D LIFTBACK,5,5M
16382,TOYOTA,COROLLA,1997,23560,1.8L,50L,5D LIFTBACK,5,5M
16383,TOYOTA,COROLLA,1997,25140,1.8L,50L,4D SEDAN,5,4A
17312,MITSUBISHI,MIRAGE,1997,15980,1.5L,50L,3D HATCHBACK,5,4A
16989,MITSUBISHI,LANCER,1997,20240,1.5L,50L,4D SEDAN,5,5M
16970,MITSUBISHI,LANCER,1997,24530,1.8L,50L,4D SEDAN,5,4A
16997,MITSUBISHI,LANCER,1997,23990,1.8L,50L,2D COUPE,5,5M
15140,PEUGEOT,406,1997,39995,2.0L,70L,4D SEDAN,5,5M
